"id","age","sex","y"
"5088","53","2","1"
"5089","42","1","0"
"5090","31","1","0"
"5091","66","1","1"
"5092","39","1","0"
"5093","34","2","0"
"5094","32","1","1"
"5095","36","1","0"
"5096","65","1","1"
"5097","77","2","1"
"5098","49","2","0"
"5099","56","2","1"
"5100","49","1","1"
"5101","58","2","1"
"5102","64","2","1"
"5103","67","1","1"
"5104","61","1","0"
"5105","25","1","1"
"5106","38","1","0"
"5107","35","2","0"
"5108","41","2","0"
"5109","78","1","1"
"5110","71","2","1"
"5111","41","2","1"
"5112","29","1","0"
"5113","59","2","1"
"5114","69","1","0"
"5115","30","1","0"
"5116","42","2","0"
"5117","37","2","0"
"5118","39","1","0"
"5119","61","1","1"
"5120","52","2","1"
"5121","55","2","1"
"5122","38","1","0"
"5123","65","2","1"
"5124","70","1","0"
"5125","78","2","1"
"5126","39","2","0"
"5127","57","2","1"
"5128","28","2","1"
"5129","69","1","0"
"5130","63","1","0"
"5131","29","1","0"
"5132","52","2","1"
"5133","33","2","1"
"5134","46","1","0"
"5135","54","2","1"
"5136","52","2","1"
"5137","75","2","1"
"5138","79","1","1"
"5139","33","1","0"
"5140","25","2","1"
"5141","65","1","0"
"5142","51","2","1"
"5143","41","2","1"
"5144","30","1","0"
"5145","66","1","1"
"5146","43","1","1"
"5147","52","1","1"
"5148","51","2","1"
"5149","78","1","0"
"5150","41","1","0"
"5151","69","2","1"
"5152","22","2","0"
"5153","60","1","1"
"5154","34","1","0"
"5155","27","1","0"
"5156","73","1","1"
"5157","27","1","0"
"5158","73","2","1"
"5159","26","1","0"
"5160","69","1","1"
"5161","67","1","0"
"5162","50","1","0"
"5163","26","1","0"
"5164","77","2","1"
"5165","53","1","0"
"5166","68","2","1"
"5167","44","2","1"
"5168","54","1","1"
"5169","58","2","1"
"5170","48","2","0"
"5171","46","2","0"
"5172","64","1","1"
"5173","45","2","1"
"5174","68","2","1"
"5175","67","1","1"
"5176","52","2","1"
"5177","36","1","0"
"5178","63","2","1"
"5179","68","1","1"
"5180","72","1","0"
"5181","75","2","1"
"5182","21","2","0"
"5183","36","2","1"
"5184","35","2","1"
"5185","49","1","0"
"5186","58","1","0"
"5187","62","2","1"
"5188","57","2","1"
"5189","78","2","1"
"5190","22","1","0"
"5191","33","2","0"
"5192","75","2","1"
"5193","79","2","1"
"5194","32","1","1"
"5195","80","2","1"
"5196","45","1","0"
"5197","22","2","1"
"5198","72","2","1"
"5199","36","2","0"
"5200","63","2","1"
"5201","69","1","1"
"5202","77","1","0"
"5203","36","2","1"
"5204","46","2","0"
"5205","43","1","0"
"5206","58","1","0"
"5207","78","1","1"
"5208","77","2","1"
"5209","72","2","1"
"5210","51","1","1"
"5211","74","2","1"
"5212","79","1","0"
"5213","35","2","1"
"5214","34","1","0"
"5215","46","1","0"
"5216","47","2","1"
"5217","77","1","0"
"5218","45","2","1"
"5219","34","2","0"
"5220","70","2","0"
"5221","52","2","1"
"5222","30","1","1"
"5223","30","1","1"
"5224","42","1","0"
"5225","36","2","0"
"5226","37","1","0"
"5227","52","1","0"
"5228","73","1","0"
"5229","67","2","1"
"5230","36","1","0"
"5231","75","1","1"
"5232","71","2","1"
"5233","47","1","0"
"5234","63","1","1"
"5235","34","2","0"
"5236","79","2","1"
"5237","37","1","1"
"5238","42","2","1"
"5239","80","2","1"
"5240","73","2","1"
"5241","49","1","0"
"5242","61","1","0"
"5243","78","1","0"
"5244","71","1","0"
"5245","38","2","0"
"5246","76","2","1"
"5247","68","1","0"
"5248","33","2","1"
"5249","59","2","1"
"5250","55","1","1"
"5251","76","2","1"
"5252","76","2","1"
"5253","73","2","1"
"5254","58","2","1"
"5255","49","1","0"
"5256","49","1","1"
"5257","78","2","1"
"5258","43","2","0"
"5259","80","2","1"
"5260","72","2","1"
"5261","39","2","1"
"5262","77","1","1"
"5263","71","2","1"
"5264","45","2","1"
"5265","50","2","1"
"5266","34","1","0"
"5267","57","1","1"
"5268","45","2","1"
"5269","34","1","0"
"5270","74","1","1"
"5271","69","2","1"
"5272","45","1","0"
"5273","54","2","0"
"5274","55","1","1"
"5275","35","1","1"
"5276","47","2","0"
"5277","51","2","1"
"5278","32","2","0"
"5279","44","2","1"
"5280","45","2","1"
"5281","73","2","1"
"5282","31","2","0"
"5283","32","2","1"
"5284","49","1","0"
"5285","66","2","1"
"5286","44","2","1"
"5287","60","2","1"
"5288","30","2","0"
"5289","67","1","1"
"5290","45","1","0"
"5291","64","1","1"
"5292","44","2","0"
"5293","66","2","1"
"5294","60","2","1"
"5295","80","1","0"
"5296","22","2","1"
"5297","27","2","1"
"5298","48","2","1"
"5299","78","1","0"
"5300","50","2","1"
"5301","55","2","1"
"5302","43","2","0"
"5303","28","2","0"
"5304","51","2","1"
"5305","30","1","0"
"5306","38","1","0"
"5307","77","2","1"
"5308","72","1","1"
"5309","52","2","1"
"5310","79","2","1"
"5311","41","2","1"
"5312","65","2","1"
"5313","64","2","1"
"5314","47","2","1"
"5315","78","1","1"
"5316","52","2","1"
"5317","66","1","0"
"5318","34","1","0"
"5319","67","2","1"
"5320","37","1","0"
"5321","80","1","1"
"5322","32","1","0"
"5323","77","1","1"
"5324","29","2","0"
"5325","74","1","0"
"5326","24","1","0"
"5327","53","1","0"
"5328","55","2","0"
"5329","36","1","1"
"5330","52","1","0"
"5331","74","1","0"
"5332","73","1","1"
"5333","63","2","1"
"5334","77","2","1"
"5335","57","2","1"
"5336","30","2","0"
"5337","78","1","1"
"5338","45","2","1"
"5339","25","1","0"
"5340","31","1","0"
"5341","58","2","0"
"5342","60","2","1"
"5343","44","2","0"
"5344","77","1","0"
"5345","57","2","1"
"5346","34","1","1"
"5347","34","2","0"
"5348","48","1","1"
"5349","58","2","1"
"5350","65","2","1"
"5351","70","1","0"
"5352","76","2","1"
"5353","31","2","1"
"5354","26","1","0"
"5355","72","2","1"
"5356","27","1","0"
"5357","73","1","1"
"5358","28","1","1"
"5359","76","2","1"
"5360","41","2","1"
"5361","71","1","0"
"5362","36","1","0"
"5363","64","2","0"
"5364","73","2","1"
"5365","35","2","1"
"5366","54","1","0"
"5367","25","2","1"
"5368","59","2","1"
"5369","23","1","0"
"5370","36","2","1"
"5371","32","1","0"
"5372","28","1","0"
"5373","26","2","1"
"5374","23","2","0"
"5375","76","2","1"
"5376","52","1","1"
"5377","72","1","0"
"5378","64","2","0"
"5379","23","1","0"
"5380","21","2","1"
"5381","76","1","1"
"5382","57","1","1"
"5383","36","2","1"
"5384","47","2","1"
"5385","49","2","0"
"5386","21","1","0"
"5387","58","1","0"
"5388","26","2","1"
"5389","54","2","1"
"5390","52","2","1"
"5391","76","2","1"
"5392","27","1","1"
"5393","61","1","1"
"5394","28","2","1"
"5395","53","1","0"
"5396","43","2","1"
"5397","35","2","1"
"5398","25","2","0"
"5399","57","2","1"
"5400","73","2","1"
"5401","53","2","1"
"5402","25","2","0"
"5403","65","1","0"
"5404","51","1","0"
"5405","39","1","0"
"5406","23","1","0"
"5407","33","2","0"
"5408","75","2","1"
"5409","22","1","1"
"5410","39","2","0"
"5411","47","2","1"
"5412","42","2","1"
"5413","45","1","1"
"5414","78","2","1"
"5415","58","1","0"
"5416","35","1","0"
"5417","38","2","0"
"5418","65","1","0"
"5419","71","2","1"
"5420","23","2","0"
"5421","55","2","1"
"5422","70","2","1"
"5423","45","1","0"
"5424","52","1","1"
"5425","45","1","1"
"5426","48","1","1"
"5427","25","1","1"
"5428","79","1","1"
"5429","61","1","1"
"5430","50","2","1"
"5431","43","1","0"
"5432","46","1","0"
"5433","77","1","1"
"5434","52","1","1"
"5435","68","1","0"
"5436","43","1","1"
"5437","50","1","0"
"5438","42","1","0"
"5439","36","1","0"
"5440","36","1","0"
"5441","51","2","1"
"5442","64","1","0"
"5443","30","1","0"
"5444","56","1","0"
"5445","48","1","0"
"5446","53","2","1"
"5447","41","1","0"
"5448","25","2","0"
"5449","38","1","0"
"5450","37","2","1"
"5451","48","1","0"
"5452","50","2","0"
"5453","26","2","1"
"5454","79","2","1"
"5455","58","1","0"
"5456","31","2","0"
"5457","77","2","1"
"5458","37","2","1"
"5459","50","2","0"
"5460","58","2","1"
"5461","61","1","1"
"5462","49","2","1"
"5463","43","1","1"
"5464","45","2","0"
"5465","77","1","1"
"5466","52","2","1"
"5467","65","1","1"
"5468","32","2","0"
"5469","59","1","1"
"5470","64","2","1"
"5471","60","1","0"
"5472","30","2","1"
"5473","66","2","1"
"5474","40","1","0"
"5475","42","2","0"
"5476","68","1","0"
"5477","76","1","1"
"5478","37","2","1"
"5479","52","2","1"
"5480","71","1","0"
"5481","58","1","1"
"5482","56","1","1"
"5483","27","1","0"
"5484","65","1","1"
"5485","47","2","0"
"5486","77","2","1"
"5487","44","1","1"
"5488","27","2","1"
"5489","44","2","0"
"5490","56","1","1"
"5491","68","1","1"
"5492","35","1","0"
"5493","68","2","1"
"5494","38","1","1"
"5495","24","1","0"
"5496","42","1","0"
"5497","57","1","0"
"5498","80","2","1"
"5499","30","2","1"
"5500","69","1","1"
"5501","53","2","1"
"5502","41","1","1"
"5503","22","2","0"
"5504","26","2","1"
"5505","43","2","0"
"5506","58","1","0"
"5507","21","2","1"
"5508","29","2","1"
"5509","58","1","0"
"5510","68","2","1"
"5511","24","1","1"
"5512","72","2","1"
"5513","30","2","1"
"5514","31","2","1"
"5515","44","2","0"
"5516","49","1","0"
"5517","30","1","1"
"5518","42","2","0"
"5519","41","2","0"
"5520","58","2","1"
"5521","28","2","0"
"5522","62","2","1"
"5523","28","2","1"
"5524","51","2","1"
"5525","33","1","1"
"5526","50","2","0"
"5527","72","2","1"
"5528","70","2","1"
"5529","54","1","1"
"5530","37","1","0"
"5531","62","1","1"
"5532","62","2","1"
"5533","43","1","1"
"5534","68","1","1"
"5535","70","1","1"
"5536","66","1","1"
"5537","40","2","1"
"5538","39","2","0"
"5539","54","1","1"
"5540","72","1","1"
"5541","61","2","1"
"5542","67","1","1"
"5543","72","2","1"
"5544","22","1","1"
"5545","47","1","0"
"5546","30","1","0"
"5547","50","2","1"
"5548","77","2","1"
"5549","36","2","1"
"5550","49","1","0"
"5551","54","1","0"
"5552","44","2","0"
"5553","38","2","0"
"5554","38","1","0"
"5555","53","1","1"
"5556","72","1","0"
"5557","60","1","1"
"5558","64","2","1"
"5559","58","2","1"
"5560","21","2","0"
"5561","28","2","1"
"5562","54","2","1"
"5563","47","1","1"
"5564","52","1","0"
"5565","38","2","1"
"5566","74","2","1"
"5567","55","2","1"
"5568","36","1","0"
"5569","50","1","0"
"5570","64","1","1"
"5571","28","2","1"
"5572","47","1","0"
"5573","73","1","1"
"5574","23","1","1"
"5575","54","2","1"
"5576","59","1","1"
"5577","56","2","1"
"5578","24","2","0"
"5579","47","1","1"
"5580","24","1","1"
"5581","77","2","1"
"5582","54","1","1"
"5583","79","2","1"
"5584","36","2","1"
"5585","39","1","1"
"5586","67","1","0"
"5587","78","1","0"
"5588","50","2","1"
"5589","55","1","0"
"5590","45","1","1"
"5591","40","1","0"
"5592","44","1","0"
"5593","21","1","0"
"5594","69","2","1"
"5595","24","1","0"
"5596","71","2","1"
"5597","26","2","1"
"5598","71","2","1"
"5599","78","1","1"
"5600","41","1","1"
"5601","65","1","1"
"5602","65","2","1"
"5603","48","1","1"
"5604","25","2","0"
"5605","78","1","0"
"5606","58","2","1"
"5607","35","1","1"
"5608","40","2","1"
"5609","72","1","1"
"5610","41","2","1"
"5611","28","2","0"
"5612","55","1","0"
"5613","51","1","0"
"5614","72","1","0"
"5615","66","1","1"
"5616","32","2","0"
"5617","62","2","1"
"5618","74","2","1"
"5619","44","1","0"
"5620","35","1","1"
"5621","23","2","1"
"5622","48","1","0"
"5623","30","2","1"
"5624","46","2","1"
"5625","60","2","1"
"5626","21","1","0"
"5627","24","2","1"
"5628","35","1","1"
"5629","22","2","0"
"5630","42","2","1"
"5631","66","1","1"
"5632","65","1","1"
"5633","45","2","0"
"5634","71","2","1"
"5635","79","2","0"
"5636","44","2","0"
"5637","79","2","1"
"5638","67","1","1"
"5639","76","2","1"
"5640","39","1","0"
"5641","67","2","1"
"5642","75","1","0"
"5643","38","2","1"
"5644","61","1","1"
"5645","54","2","1"
"5646","65","1","0"
"5647","25","2","0"
"5648","24","2","1"
"5649","27","1","0"
"5650","43","2","0"
"5651","50","2","0"
"5652","45","1","0"
"5653","52","1","1"
"5654","45","2","0"
"5655","47","2","0"
"5656","79","1","1"
"5657","57","2","1"
"5658","26","2","0"
"5659","57","2","1"
"5660","67","1","1"
"5661","26","2","1"
"5662","26","1","0"
"5663","31","2","1"
"5664","54","2","1"
"5665","41","1","0"
"5666","22","1","0"
"5667","25","2","1"
"5668","37","2","1"
"5669","29","2","1"
"5670","75","1","0"
"5671","30","1","0"
"5672","79","2","1"
"5673","50","2","0"
"5674","52","1","1"
"5675","27","1","0"
"5676","78","1","0"
"5677","50","2","0"
"5678","54","1","0"
"5679","42","2","0"
"5680","26","2","0"
"5681","42","2","1"
"5682","52","1","1"
"5683","55","2","1"
"5684","38","2","0"
"5685","61","1","1"
"5686","55","1","0"
"5687","72","2","1"
"5688","53","1","0"
"5689","30","2","0"
"5690","27","1","0"
"5691","27","2","0"
"5692","32","1","1"
"5693","57","1","0"
"5694","50","2","0"
"5695","58","1","0"
"5696","61","1","0"
"5697","50","1","0"
"5698","45","2","1"
"5699","56","1","1"
"5700","64","1","1"
"5701","74","1","1"
"5702","37","1","1"
"5703","60","1","1"
"5704","51","2","1"
"5705","55","1","1"
"5706","41","2","1"
"5707","76","2","1"
"5708","62","2","1"
"5709","59","1","0"
"5710","31","1","0"
"5711","75","2","1"
"5712","26","1","1"
"5713","61","2","1"
"5714","28","1","0"
"5715","54","1","1"
"5716","45","1","0"
"5717","44","1","0"
"5718","64","2","1"
"5719","51","1","1"
"5720","38","2","0"
"5721","78","2","1"
"5722","77","2","1"
"5723","71","2","1"
"5724","43","2","1"
"5725","41","1","0"
"5726","54","2","1"
"5727","69","1","1"
"5728","43","2","1"
"5729","46","2","0"
"5730","22","1","0"
"5731","68","1","0"
"5732","75","2","1"
"5733","35","2","1"
"5734","44","1","0"
"5735","35","1","0"
"5736","23","1","1"
"5737","49","1","0"
"5738","37","2","0"
"5739","75","1","0"
"5740","65","1","1"
"5741","22","1","1"
"5742","71","1","0"
"5743","34","1","1"
"5744","51","2","1"
"5745","72","2","1"
"5746","69","2","1"
"5747","48","1","1"
"5748","71","2","1"
"5749","74","1","0"
"5750","76","2","1"
"5751","78","2","1"
"5752","23","2","0"
"5753","36","1","0"
"5754","34","1","0"
"5755","38","1","0"
"5756","70","1","0"
"5757","37","2","0"
"5758","71","1","0"
"5759","48","1","0"
"5760","64","1","1"
"5761","38","1","0"
"5762","37","1","1"
"5763","49","2","1"
"5764","54","1","0"
"5765","44","2","1"
"5766","34","1","0"
"5767","79","1","1"
"5768","35","1","0"
"5769","34","1","1"
"5770","46","1","0"
"5771","46","1","0"
"5772","71","2","1"
"5773","79","2","1"
"5774","42","2","1"
"5775","69","1","1"
"5776","22","1","0"
"5777","57","1","0"
"5778","22","1","0"
"5779","38","1","0"
"5780","41","2","1"
"5781","71","2","1"
"5782","35","2","0"
"5783","59","2","1"
"5784","51","2","1"
"5785","56","2","1"
"5786","49","2","1"
"5787","56","2","1"
"5788","51","1","0"
"5789","66","2","1"
"5790","40","1","0"
"5791","40","2","0"
"5792","57","1","1"
"5793","29","2","0"
"5794","70","2","1"
"5795","63","1","0"
"5796","28","2","0"
"5797","46","1","0"
"5798","67","2","1"
"5799","59","2","1"
"5800","72","1","0"
"5801","44","2","1"
"5802","41","1","1"
"5803","52","2","1"
"5804","60","2","1"
"5805","61","2","1"
"5806","44","2","0"
"5807","76","2","1"
"5808","51","1","1"
"5809","66","2","1"
"5810","38","2","0"
"5811","28","1","1"
"5812","63","2","1"
"5813","34","1","0"
"5814","79","2","1"
"5815","37","2","0"
"5816","44","2","1"
"5817","30","2","0"
"5818","54","2","1"
"5819","42","1","0"
"5820","28","2","0"
"5821","52","2","1"
"5822","38","2","1"
"5823","70","2","1"
"5824","37","2","0"
"5825","73","1","0"
"5826","54","2","1"
"5827","33","2","1"
"5828","41","1","0"
"5829","23","1","1"
"5830","33","2","0"
"5831","74","2","1"
"5832","74","2","1"
"5833","66","2","1"
"5834","29","2","1"
"5835","42","1","1"
"5836","46","1","0"
"5837","80","2","1"
"5838","65","2","0"
"5839","62","1","0"
"5840","38","1","0"
"5841","39","2","0"
"5842","61","2","1"
"5843","51","1","1"
"5844","50","1","0"
"5845","77","2","1"
"5846","37","1","0"
"5847","52","1","0"
"5848","67","1","1"
"5849","39","1","0"
"5850","32","2","0"
"5851","22","1","0"
"5852","53","1","0"
"5853","62","1","1"
"5854","68","1","0"
"5855","73","1","0"
"5856","23","1","1"
"5857","53","2","1"
"5858","58","1","1"
"5859","49","2","1"
"5860","53","2","1"
"5861","35","2","0"
"5862","56","1","0"
"5863","36","2","0"
"5864","48","2","1"
"5865","53","2","1"
"5866","39","2","0"
"5867","76","2","1"
"5868","65","2","0"
"5869","74","1","0"
"5870","36","1","1"
"5871","56","2","1"
"5872","34","2","1"
"5873","39","1","1"
"5874","73","1","1"
"5875","51","1","1"
"5876","71","1","1"
"5877","66","2","1"
"5878","35","1","1"
"5879","74","2","1"
"5880","67","2","1"
"5881","33","1","1"
"5882","62","1","1"
"5883","70","1","0"
"5884","27","1","0"
"5885","23","2","1"
"5886","69","1","0"
"5887","22","1","0"
"5888","59","2","1"
"5889","30","1","0"
"5890","69","2","1"
"5891","57","2","1"
"5892","56","1","1"
"5893","31","2","1"
"5894","25","2","0"
"5895","69","2","1"
"5896","71","1","1"
"5897","70","1","1"
"5898","56","2","1"
"5899","50","2","0"
"5900","59","2","1"
"5901","67","2","1"
"5902","76","1","1"
"5903","41","1","1"
"5904","75","2","1"
"5905","51","2","1"
"5906","70","2","1"
"5907","58","1","0"
"5908","60","1","1"
"5909","46","1","0"
"5910","28","2","1"
"5911","40","2","1"
"5912","36","1","0"
"5913","40","2","1"
"5914","70","1","0"
"5915","34","1","1"
"5916","57","2","1"
"5917","42","1","1"
"5918","76","1","1"
"5919","56","2","1"
"5920","32","1","0"
"5921","28","1","0"
"5922","25","2","1"
"5923","77","2","1"
"5924","53","2","1"
"5925","75","1","1"
"5926","74","2","1"
"5927","67","1","0"
"5928","34","1","0"
"5929","65","2","1"
"5930","24","1","1"
"5931","22","1","0"
"5932","75","2","1"
"5933","51","1","0"
"5934","71","2","1"
"5935","62","2","1"
"5936","74","2","1"
"5937","46","2","0"
"5938","46","1","1"
"5939","71","1","1"
"5940","77","1","1"
"5941","34","2","0"
"5942","36","2","1"
"5943","57","1","0"
"5944","36","1","1"
"5945","49","1","0"
"5946","57","2","1"
"5947","57","1","1"
"5948","32","2","1"
"5949","30","1","0"
"5950","33","1","0"
"5951","55","1","0"
"5952","37","1","0"
"5953","56","1","1"
"5954","31","1","1"
"5955","24","2","0"
"5956","64","2","1"
"5957","51","2","0"
"5958","43","1","0"
"5959","40","2","0"
"5960","52","2","1"
"5961","60","2","1"
"5962","62","1","0"
"5963","50","1","0"
"5964","45","2","1"
"5965","53","2","0"
"5966","50","2","0"
"5967","70","1","1"
"5968","61","2","1"
"5969","74","1","0"
"5970","50","2","1"
"5971","65","2","1"
"5972","36","2","1"
"5973","24","1","1"
"5974","51","2","1"
"5975","43","2","1"
"5976","42","1","1"
"5977","58","2","1"
"5978","27","2","0"
"5979","56","1","0"
"5980","60","1","0"
"5981","54","2","1"
"5982","66","2","1"
"5983","31","1","0"
"5984","55","1","1"
"5985","41","1","0"
"5986","22","1","0"
"5987","22","2","0"
"5988","24","1","0"
"5989","33","2","1"
"5990","74","2","1"
"5991","71","2","1"
"5992","55","1","1"
"5993","41","1","0"
"5994","77","2","0"
"5995","64","2","1"
"5996","68","2","1"
"5997","70","1","1"
"5998","63","1","0"
"5999","28","1","1"
"6000","47","1","1"
"6001","72","2","1"
"6002","80","2","1"
"6003","44","1","0"
"6004","77","1","1"
"6005","55","1","0"
"6006","25","2","0"
"6007","55","1","1"
"6008","61","1","0"
"6009","58","1","1"
"6010","30","1","0"
"6011","71","1","1"
"6012","66","2","1"
"6013","39","1","1"
"6014","34","1","0"
"6015","31","2","0"
"6016","33","1","0"
"6017","51","2","1"
"6018","75","2","0"
"6019","26","2","1"
"6020","58","2","1"
"6021","75","2","1"
"6022","61","2","1"
"6023","61","1","0"
"6024","40","2","1"
"6025","54","2","1"
"6026","69","2","1"
"6027","47","1","0"
"6028","65","2","1"
"6029","44","1","0"
"6030","63","2","1"
"6031","43","2","1"
"6032","65","2","0"
"6033","55","1","1"
"6034","60","2","1"
"6035","57","2","1"
"6036","22","2","0"
"6037","37","2","1"
"6038","40","1","0"
"6039","66","1","1"
"6040","74","1","1"
"6041","30","2","0"
"6042","25","1","0"
"6043","74","2","1"
"6044","38","1","0"
"6045","65","1","0"
"6046","72","2","1"
"6047","28","1","0"
"6048","79","1","0"
"6049","54","1","1"
"6050","69","1","1"
"6051","44","1","0"
"6052","51","2","1"
"6053","42","2","1"
"6054","38","1","0"
"6055","43","1","0"
"6056","80","2","1"
"6057","71","1","0"
"6058","37","2","1"
"6059","68","2","1"
"6060","31","1","0"
"6061","46","2","0"
"6062","61","1","1"
"6063","24","2","1"
"6064","38","2","1"
"6065","34","2","0"
"6066","38","2","1"
"6067","67","1","0"
"6068","22","1","0"
"6069","63","1","0"
"6070","54","2","1"
"6071","60","1","1"
"6072","56","2","1"
"6073","78","1","1"
"6074","24","2","1"
"6075","44","2","1"
"6076","69","2","1"
"6077","72","1","1"
"6078","75","2","1"
"6079","76","1","0"
"6080","77","1","1"
"6081","78","2","1"
"6082","78","2","1"
"6083","78","1","1"
"6084","74","2","1"
"6085","58","2","1"
"6086","44","2","0"
"6087","28","2","0"
"6088","46","1","1"
"6089","67","1","1"
"6090","55","1","1"
"6091","54","1","1"
"6092","24","2","0"
"6093","57","2","1"
"6094","71","1","0"
"6095","47","1","0"
"6096","61","2","1"
"6097","23","2","1"
"6098","29","1","0"
"6099","55","2","1"
"6100","47","2","1"
"6101","52","1","1"
"6102","37","2","1"
"6103","68","2","1"
"6104","32","2","0"
"6105","52","1","0"
"6106","24","2","1"
"6107","60","2","1"
"6108","32","1","0"
"6109","76","1","1"
"6110","29","2","1"
"6111","70","1","1"
"6112","67","2","1"
"6113","45","2","0"
"6114","61","1","1"
"6115","30","2","1"
"6116","65","1","1"
"6117","38","2","0"
"6118","32","2","1"
"6119","25","1","0"
"6120","69","1","1"
"6121","70","2","1"
"6122","64","1","0"
"6123","29","1","0"
"6124","52","1","1"
"6125","32","2","0"
"6126","44","1","0"
"6127","42","1","0"
"6128","59","1","0"
"6129","30","1","0"
"6130","68","1","1"
"6131","51","2","1"
"6132","32","1","1"
"6133","45","2","0"
"6134","49","1","0"
"6135","31","1","0"
"6136","45","1","0"
"6137","51","2","1"
"6138","41","2","1"
"6139","33","2","1"
"6140","76","2","1"
"6141","28","1","1"
"6142","66","2","1"
"6143","46","1","0"
"6144","73","2","1"
"6145","26","2","0"
"6146","70","1","1"
"6147","71","1","0"
"6148","67","2","1"
"6149","43","2","1"
"6150","51","2","1"
"6151","47","2","1"
"6152","59","1","1"
"6153","75","1","0"
"6154","60","1","0"
"6155","51","1","0"
"6156","56","1","0"
"6157","48","2","0"
"6158","51","2","1"
"6159","32","2","0"
"6160","42","2","0"
"6161","35","2","0"
"6162","27","1","0"
"6163","69","2","0"
"6164","68","1","1"
"6165","50","1","0"
"6166","26","1","0"
"6167","77","1","0"
"6168","50","1","0"
"6169","59","1","1"
"6170","64","1","1"
"6171","61","1","0"
"6172","33","1","1"
"6173","80","1","0"
"6174","43","1","0"
"6175","74","2","1"
"6176","42","2","1"
"6177","27","2","0"
"6178","48","2","1"
"6179","80","1","1"
"6180","55","2","1"
"6181","72","1","0"
"6182","57","1","1"
"6183","48","2","1"
"6184","50","1","0"
"6185","25","2","1"
"6186","70","1","0"
"6187","78","1","0"
"6188","39","1","1"
"6189","61","2","1"
"6190","47","2","1"
"6191","30","2","0"
"6192","49","1","0"
"6193","73","2","1"
"6194","80","2","1"
"6195","40","1","0"
"6196","58","2","1"
"6197","32","2","1"
"6198","22","1","0"
"6199","54","1","0"
"6200","64","1","0"
"6201","78","1","0"
"6202","60","2","1"
"6203","44","2","0"
"6204","77","2","1"
"6205","58","1","1"
"6206","36","2","0"
"6207","44","2","0"
"6208","32","2","1"
"6209","68","1","1"
"6210","45","2","1"
"6211","57","1","1"
"6212","73","2","1"
"6213","53","1","0"
"6214","25","2","0"
"6215","63","1","0"
"6216","41","2","0"
"6217","54","1","0"
"6218","70","2","1"
"6219","46","2","0"
"6220","59","1","0"
"6221","79","1","1"
"6222","77","1","0"
"6223","69","1","0"
"6224","35","1","0"
"6225","63","1","0"
"6226","72","2","1"
"6227","30","1","1"
"6228","31","2","1"
"6229","45","1","0"
"6230","54","1","0"
"6231","52","2","1"
"6232","80","2","1"
"6233","43","2","1"
"6234","73","1","0"
"6235","39","1","0"
"6236","73","1","0"
"6237","50","2","1"
"6238","67","2","1"
"6239","49","1","1"
"6240","23","2","0"
"6241","62","1","0"
"6242","46","2","1"
"6243","21","2","1"
"6244","66","1","1"
"6245","68","1","0"
"6246","62","1","1"
"6247","28","1","1"
"6248","49","1","0"
"6249","23","2","0"
"6250","67","2","0"
"6251","65","2","1"
"6252","43","1","0"
"6253","60","2","1"
"6254","33","2","1"
"6255","80","2","1"
"6256","43","2","1"
"6257","74","2","0"
"6258","44","2","1"
"6259","34","2","1"
"6260","76","1","1"
"6261","23","1","0"
"6262","44","1","0"
"6263","69","1","1"
"6264","74","1","0"
"6265","23","1","0"
"6266","52","2","1"
"6267","50","1","1"
"6268","72","2","1"
"6269","74","2","1"
"6270","72","1","0"
"6271","58","2","1"
"6272","52","1","1"
"6273","67","2","1"
"6274","38","1","0"
"6275","29","2","1"
"6276","70","2","1"
"6277","63","2","1"
"6278","27","1","0"
"6279","40","1","0"
"6280","40","2","0"
"6281","59","2","1"
"6282","38","2","1"
"6283","50","1","0"
"6284","58","2","1"
"6285","58","1","0"
"6286","35","2","0"
"6287","42","2","0"
"6288","23","2","1"
"6289","28","1","0"
"6290","48","1","0"
"6291","76","1","1"
"6292","38","2","1"
"6293","58","2","1"
"6294","37","1","0"
"6295","48","2","1"
"6296","52","2","1"
"6297","36","2","0"
"6298","62","1","1"
"6299","64","2","1"
"6300","53","1","0"
"6301","53","1","1"
"6302","24","2","0"
"6303","61","1","0"
"6304","34","1","0"
"6305","23","1","1"
"6306","51","1","1"
"6307","50","2","1"
"6308","73","1","0"
"6309","77","2","1"
"6310","27","2","0"
"6311","61","1","0"
"6312","27","2","1"
"6313","49","1","0"
"6314","23","2","1"
"6315","65","1","0"
"6316","57","1","1"
"6317","70","1","1"
"6318","39","1","0"
"6319","23","1","0"
"6320","35","2","1"
"6321","26","2","0"
"6322","64","2","1"
"6323","42","2","1"
"6324","59","1","0"
"6325","28","1","0"
"6326","59","2","1"
"6327","74","1","1"
"6328","55","1","0"
"6329","33","2","0"
"6330","35","2","1"
"6331","56","1","0"
"6332","36","2","0"
"6333","49","1","0"
"6334","59","2","1"
"6335","66","1","1"
"6336","75","1","0"
"6337","36","2","0"
"6338","55","1","0"
"6339","26","1","0"
"6340","61","1","0"
"6341","30","2","1"
"6342","62","1","0"
"6343","24","1","0"
"6344","30","1","0"
"6345","56","2","1"
"6346","50","2","0"
"6347","64","1","1"
"6348","30","1","0"
"6349","53","1","0"
"6350","39","2","0"
"6351","73","2","1"
"6352","50","1","0"
"6353","68","2","1"
"6354","52","1","1"
"6355","37","1","0"
"6356","64","1","1"
"6357","71","1","1"
"6358","23","1","0"
